,RequestedDateTime,Rig,Material,QtyRequested,ReceivedDateTime,QtyReceived,Vessel,OriginPort,id,Penalty
2024,5/27/2021 16:00,AlphaRig,LiquidBulk,3500,5/29/2021 6:09,3500,150C,RotterdamPort,7,0
2025,5/27/2021 16:00,AlphaRig,Fuel,7500,6/1/2021 2:49,7500,150C,RotterdamPort,7,0
2026,5/27/2021 16:00,BetaRig,LiquidBulk,3100,6/1/2021 3:03,3100,150B,RotterdamPort,8,0
2027,5/27/2021 16:00,BetaRig,Casing,20,6/1/2021 4:05,20,150B,RotterdamPort,8,0
2028,5/27/2021 16:00,BetaRig,DryBulk,2700,6/1/2021 8:25,2700,150B,RotterdamPort,8,0
2029,5/27/2021 16:00,BetaRig,Pipe,40,6/3/2021 9:54,40,150A,RotterdamPort,8,170000
2030,5/27/2021 16:00,CharlieRig,DeckCargo,1,5/30/2021 9:20,1,150F,HamburgPort,4,0
2031,5/27/2021 16:00,CharlieRig,LiquidBulk,3800,5/30/2021 9:30,3800,150F,HamburgPort,4,0
2032,5/27/2021 16:00,CharlieRig,Fuel,2600,5/30/2021 10:46,2600,150F,HamburgPort,4,0
2033,5/27/2021 16:00,CharlieRig,Casing,9,5/30/2021 12:04,9,150F,HamburgPort,4,0
2034,5/27/2021 16:00,CharlieRig,DryBulk,2200,5/30/2021 14:01,2200,150F,HamburgPort,4,0
2035,5/27/2021 16:00,CharlieRig,Pipe,5,5/30/2021 14:54,5,150F,HamburgPort,4,0
2036,5/27/2021 16:00,DeltaRig,DeckCargo,7,6/12/2021 11:47,7,150F,HamburgPort,5,190000
2037,5/27/2021 16:00,DeltaRig,Casing,9,6/18/2021 4:20,9,150J,HamburgPort,5,120000
2038,5/27/2021 16:00,DeltaRig,DryBulk,2700,6/18/2021 6:17,2700,150J,HamburgPort,5,140000
2039,5/27/2021 16:00,DeltaRig,Pipe,18,6/20/2021 18:43,18,150F,HamburgPort,5,20000
2040,5/28/2021 0:00,AlphaRig,DeckCargo,7,6/1/2021 6:34,7,150C,RotterdamPort,7,0
2041,5/28/2021 0:00,BetaRig,DeckCargo,7,5/30/2021 12:54,7,150D,RotterdamPort,8,0
2042,5/28/2021 0:00,BetaRig,LiquidBulk,1800,5/30/2021 14:04,1800,150D,RotterdamPort,8,0
2043,5/28/2021 0:00,BetaRig,Fuel,7300,5/30/2021 14:40,7300,150D,RotterdamPort,8,0
2044,5/28/2021 0:00,BetaRig,DryBulk,2200,5/30/2021 18:19,2200,150D,RotterdamPort,8,0
2045,5/28/2021 0:00,BetaRig,Pipe,18,5/30/2021 19:11,18,150D,RotterdamPort,8,0
2046,5/28/2021 0:00,CharlieRig,LiquidBulk,1300,5/30/2021 16:09,1300,150F,HamburgPort,4,0
2047,5/28/2021 0:00,DeltaRig,DeckCargo,7,6/12/2021 12:57,7,150F,HamburgPort,5,120000
2048,5/28/2021 0:00,DeltaRig,Fuel,1700,6/20/2021 23:13,1700,150F,HamburgPort,5,230000
2049,5/28/2021 0:00,DeltaRig,DryBulk,2700,6/21/2021 0:04,2700,150F,HamburgPort,5,0
2050,5/28/2021 0:00,DeltaRig,Pipe,12,6/21/2021 1:09,12,150F,HamburgPort,5,10000
2051,5/29/2021 0:00,AlphaRig,DeckCargo,1,6/1/2021 7:44,1,150C,RotterdamPort,7,0
2052,5/29/2021 0:00,AlphaRig,DryBulk,2300,6/1/2021 7:54,2300,150C,RotterdamPort,7,0
2053,5/29/2021 0:00,AlphaRig,Pipe,18,6/1/2021 8:49,18,150C,RotterdamPort,7,0
2054,5/29/2021 0:00,BetaRig,LiquidBulk,1900,6/1/2021 9:30,1900,150B,RotterdamPort,8,0
2055,5/29/2021 0:00,BetaRig,DryBulk,2400,6/4/2021 4:23,2400,150A,RotterdamPort,8,40000
2056,5/29/2021 0:00,BetaRig,Pipe,18,6/4/2021 10:34,18,150D,RotterdamPort,8,100000
2057,5/29/2021 0:00,CharlieRig,DeckCargo,7,6/3/2021 10:38,7,150I,HamburgPort,4,100000
2058,5/29/2021 0:00,CharlieRig,LiquidBulk,3700,6/17/2021 10:14,3700,150G,HamburgPort,4,100000
2059,5/29/2021 0:00,CharlieRig,Fuel,2700,6/19/2021 20:17,2700,150I,HamburgPort,4,200000
2060,5/29/2021 0:00,CharlieRig,Casing,12,6/19/2021 21:38,12,150I,HamburgPort,4,210000
2061,5/29/2021 0:00,CharlieRig,Pipe,5,6/14/2021 20:32,5,150I,HamburgPort,4,200000
2062,5/29/2021 0:00,DeltaRig,LiquidBulk,1700,6/21/2021 4:09,1700,150F,HamburgPort,5,40000
2063,5/29/2021 0:00,DeltaRig,Fuel,8200,6/21/2021 4:43,8200,150F,HamburgPort,5,40000
2064,5/29/2021 0:00,DeltaRig,Casing,12,6/22/2021 8:02,12,150H,HamburgPort,5,80000
2065,5/29/2021 0:00,DeltaRig,Pipe,12,6/22/2021 18:25,12,150H,HamburgPort,5,180000
2066,5/30/2021 0:00,AlphaRig,LiquidBulk,1400,6/1/2021 13:19,1400,150C,RotterdamPort,7,0
2067,5/30/2021 0:00,AlphaRig,Casing,20,6/4/2021 3:31,20,150C,RotterdamPort,7,30000
2068,5/30/2021 0:00,AlphaRig,DryBulk,2300,6/4/2021 7:51,2300,150C,RotterdamPort,7,70000
2069,5/30/2021 0:00,BetaRig,DeckCargo,7,6/1/2021 10:08,7,150B,RotterdamPort,8,0
2070,5/30/2021 0:00,BetaRig,DryBulk,2600,6/1/2021 11:18,2600,150B,RotterdamPort,8,0
2071,5/30/2021 0:00,BetaRig,Pipe,12,6/4/2021 17:45,12,150D,RotterdamPort,8,170000
2072,5/30/2021 0:00,CharlieRig,DeckCargo,7,6/3/2021 11:48,7,150I,HamburgPort,4,0
2073,5/30/2021 0:00,CharlieRig,LiquidBulk,1400,6/15/2021 19:43,1400,150H,HamburgPort,4,190000
2074,5/30/2021 0:00,CharlieRig,Fuel,2100,6/20/2021 0:14,2100,150I,HamburgPort,4,0
2075,5/30/2021 0:00,CharlieRig,Casing,20,6/20/2021 1:17,20,150I,HamburgPort,4,10000
2076,5/30/2021 0:00,CharlieRig,DryBulk,2600,6/20/2021 5:37,2600,150I,HamburgPort,4,50000
2077,5/30/2021 0:00,DeltaRig,LiquidBulk,3300,6/22/2021 21:25,3300,150H,HamburgPort,5,210000
2078,5/30/2021 0:00,DeltaRig,Casing,20,6/24/2021 2:48,20,150G,HamburgPort,5,20000
2079,5/30/2021 0:00,DeltaRig,DryBulk,2200,6/24/2021 16:18,2200,150G,HamburgPort,5,160000
2080,5/31/2021 0:00,AlphaRig,DeckCargo,5,6/1/2021 13:47,5,150C,RotterdamPort,7,0
2081,5/31/2021 0:00,AlphaRig,LiquidBulk,1100,6/1/2021 14:37,1100,150C,RotterdamPort,7,0
2082,5/31/2021 0:00,AlphaRig,DryBulk,2400,6/4/2021 8:46,2400,150C,RotterdamPort,7,0
2083,5/31/2021 0:00,BetaRig,DeckCargo,7,6/4/2021 5:21,7,150A,RotterdamPort,8,0
2084,5/31/2021 0:00,BetaRig,LiquidBulk,1200,6/4/2021 6:31,1200,150A,RotterdamPort,8,0
2085,5/31/2021 0:00,BetaRig,Fuel,2500,6/4/2021 20:45,2500,150D,RotterdamPort,8,0
2086,5/31/2021 0:00,BetaRig,Casing,9,6/4/2021 22:00,9,150D,RotterdamPort,8,0
2087,5/31/2021 0:00,BetaRig,DryBulk,2800,6/4/2021 23:57,2800,150D,RotterdamPort,8,0
2088,5/31/2021 0:00,BetaRig,Pipe,5,6/5/2021 1:04,5,150D,RotterdamPort,8,10000
2089,5/31/2021 0:00,CharlieRig,LiquidBulk,3800,6/3/2021 3:30,3800,150I,HamburgPort,4,0
2090,5/31/2021 0:00,CharlieRig,Pipe,5,6/3/2021 4:46,5,150I,HamburgPort,4,0
2091,5/31/2021 0:00,DeltaRig,DeckCargo,5,6/17/2021 14:00,5,150E,HamburgPort,5,140000
2092,5/31/2021 0:00,DeltaRig,LiquidBulk,3300,6/25/2021 17:48,3300,150E,HamburgPort,5,170000
2093,5/31/2021 0:00,DeltaRig,Fuel,2700,6/25/2021 18:54,2700,150E,HamburgPort,5,180000
2094,5/31/2021 0:00,DeltaRig,Pipe,12,6/25/2021 20:15,12,150E,HamburgPort,5,200000
2095,6/1/2021 0:00,AlphaRig,LiquidBulk,2200,6/4/2021 9:43,2200,150C,RotterdamPort,7,0
2096,6/1/2021 0:00,AlphaRig,Casing,20,6/4/2021 10:27,20,150C,RotterdamPort,7,0
2097,6/1/2021 0:00,AlphaRig,DryBulk,1900,6/4/2021 16:42,1900,150C,RotterdamPort,7,0
2098,6/1/2021 0:00,AlphaRig,Pipe,18,6/7/2021 21:57,18,150B,RotterdamPort,7,210000
2099,6/1/2021 0:00,BetaRig,DeckCargo,7,6/3/2021 19:54,7,150A,RotterdamPort,8,0
2100,6/1/2021 0:00,BetaRig,Fuel,2000,6/3/2021 21:04,2000,150A,RotterdamPort,8,0
2101,6/1/2021 0:00,BetaRig,Casing,12,6/3/2021 22:04,12,150A,RotterdamPort,8,0
2102,6/1/2021 0:00,BetaRig,DryBulk,1800,6/4/2021 0:40,1800,150A,RotterdamPort,8,0
2103,6/1/2021 0:00,BetaRig,Pipe,12,6/4/2021 1:23,12,150A,RotterdamPort,8,0
2104,6/1/2021 0:00,CharlieRig,LiquidBulk,3500,6/20/2021 6:40,3500,150I,HamburgPort,4,60000
2105,6/1/2021 0:00,CharlieRig,Casing,12,6/20/2021 7:50,12,150I,HamburgPort,4,70000
2106,6/1/2021 0:00,CharlieRig,DryBulk,2600,6/24/2021 20:15,2600,150J,HamburgPort,4,200000
2107,6/1/2021 0:00,CharlieRig,Pipe,18,6/24/2021 21:17,18,150J,HamburgPort,4,210000
2108,6/1/2021 0:00,DeltaRig,DeckCargo,5,6/17/2021 14:50,5,150E,HamburgPort,5,140000
2109,6/1/2021 0:00,DeltaRig,LiquidBulk,2300,6/25/2021 23:15,2300,150E,HamburgPort,5,230000
2110,6/1/2021 0:00,DeltaRig,Fuel,7800,6/26/2021 0:01,7800,150E,HamburgPort,5,0
2111,6/1/2021 0:00,DeltaRig,Casing,12,6/26/2021 3:55,12,150E,HamburgPort,5,30000
2112,6/1/2021 0:00,DeltaRig,DryBulk,2200,6/26/2021 20:15,2200,150I,HamburgPort,5,200000
2113,6/2/2021 0:00,AlphaRig,Fuel,1800,6/8/2021 2:27,1800,150B,RotterdamPort,7,20000
2114,6/2/2021 0:00,AlphaRig,Casing,9,6/8/2021 3:21,9,150B,RotterdamPort,7,30000
2115,6/2/2021 0:00,BetaRig,DeckCargo,1,6/4/2021 15:04,1,150D,RotterdamPort,8,0
2116,6/2/2021 0:00,BetaRig,LiquidBulk,4200,6/4/2021 15:14,4200,150D,RotterdamPort,8,0
2117,6/2/2021 0:00,BetaRig,DryBulk,2800,6/4/2021 16:38,2800,150D,RotterdamPort,8,0
2118,6/2/2021 0:00,CharlieRig,DeckCargo,5,6/4/2021 17:02,5,150E,HamburgPort,4,0
2119,6/2/2021 0:00,CharlieRig,LiquidBulk,3000,6/4/2021 15:45,3000,150F,HamburgPort,4,0
2120,6/2/2021 0:00,CharlieRig,Pipe,12,6/4/2021 16:45,12,150F,HamburgPort,4,0
2121,6/2/2021 0:00,DeltaRig,Casing,12,6/26/2021 21:08,12,150I,HamburgPort,5,210000
2122,6/2/2021 0:00,DeltaRig,DryBulk,2500,6/26/2021 23:44,2500,150I,HamburgPort,5,230000
2123,6/3/2021 0:00,AlphaRig,DeckCargo,5,6/4/2021 14:47,5,150C,RotterdamPort,7,0
2124,6/3/2021 0:00,AlphaRig,DryBulk,2700,6/4/2021 15:37,2700,150C,RotterdamPort,7,0
2125,6/3/2021 0:00,AlphaRig,Pipe,12,6/8/2021 5:18,12,150B,RotterdamPort,7,50000
2126,6/3/2021 0:00,BetaRig,DeckCargo,7,6/8/2021 9:02,7,150C,RotterdamPort,8,90000
2127,6/3/2021 0:00,BetaRig,Casing,20,6/8/2021 10:12,20,150C,RotterdamPort,8,100000
2128,6/3/2021 0:00,BetaRig,DryBulk,1900,6/8/2021 20:11,1900,150A,RotterdamPort,8,200000
2129,6/3/2021 0:00,BetaRig,Pipe,18,6/8/2021 17:27,18,150C,RotterdamPort,8,170000
2130,6/3/2021 0:00,CharlieRig,Fuel,9100,6/25/2021 1:47,9100,150J,HamburgPort,4,10000
2131,6/3/2021 0:00,CharlieRig,Casing,9,6/25/2021 6:20,9,150J,HamburgPort,4,60000
2132,6/3/2021 0:00,CharlieRig,DryBulk,2600,6/25/2021 8:17,2600,150J,HamburgPort,4,80000
2133,6/3/2021 0:00,CharlieRig,Pipe,18,6/27/2021 23:35,18,150F,HamburgPort,4,230000
2134,6/3/2021 0:00,DeltaRig,DeckCargo,25,6/7/2021 20:19,25,150H,HamburgPort,5,0
2135,6/3/2021 0:00,DeltaRig,LiquidBulk,1100,6/8/2021 0:29,1100,150H,HamburgPort,5,0
2136,6/3/2021 0:00,DeltaRig,Fuel,2300,6/8/2021 0:51,2300,150H,HamburgPort,5,0
2137,6/3/2021 0:00,DeltaRig,Casing,20,6/8/2021 2:00,20,150H,HamburgPort,5,20000
2138,6/3/2021 0:00,DeltaRig,Pipe,5,6/8/2021 6:20,5,150H,HamburgPort,5,60000
2139,6/4/2021 0:00,AlphaRig,LiquidBulk,4800,6/8/2021 8:18,4800,150B,RotterdamPort,7,0
2140,6/4/2021 0:00,AlphaRig,Fuel,9500,6/8/2021 15:37,9500,150D,RotterdamPort,7,0
2141,6/4/2021 0:00,AlphaRig,DryBulk,2500,6/8/2021 9:54,2500,150B,RotterdamPort,7,0
2142,6/4/2021 0:00,BetaRig,DeckCargo,7,6/8/2021 20:57,7,150A,RotterdamPort,8,0
2143,6/4/2021 0:00,BetaRig,LiquidBulk,3500,6/8/2021 22:07,3500,150A,RotterdamPort,8,0
2144,6/4/2021 0:00,BetaRig,Casing,20,6/8/2021 23:12,20,150C,RotterdamPort,8,0
2145,6/4/2021 0:00,BetaRig,DryBulk,2600,6/8/2021 23:17,2600,150A,RotterdamPort,8,0
2146,6/4/2021 0:00,CharlieRig,LiquidBulk,1900,6/25/2021 9:20,1900,150J,HamburgPort,4,90000
2147,6/4/2021 0:00,CharlieRig,Casing,12,6/28/2021 4:05,12,150F,HamburgPort,4,40000
2148,6/4/2021 0:00,CharlieRig,DryBulk,2100,6/28/2021 6:41,2100,150F,HamburgPort,4,60000
2149,6/4/2021 0:00,DeltaRig,DeckCargo,7,6/17/2021 15:40,7,150E,HamburgPort,5,150000
2150,6/4/2021 0:00,DeltaRig,LiquidBulk,1200,6/22/2021 22:31,1200,150H,HamburgPort,5,220000
2151,6/4/2021 0:00,DeltaRig,Casing,12,6/27/2021 0:44,12,150I,HamburgPort,5,0
2152,6/4/2021 0:00,DeltaRig,DryBulk,2500,6/27/2021 3:20,2500,150I,HamburgPort,5,30000
2153,6/5/2021 0:00,AlphaRig,Casing,20,6/9/2021 3:42,20,150D,RotterdamPort,7,0
2154,6/5/2021 0:00,AlphaRig,DryBulk,2800,6/8/2021 10:54,2800,150B,RotterdamPort,7,0
2155,6/5/2021 0:00,AlphaRig,Pipe,18,6/11/2021 5:18,18,150B,RotterdamPort,7,50000
2156,6/5/2021 0:00,BetaRig,LiquidBulk,2900,6/9/2021 0:19,2900,150A,RotterdamPort,8,0
2157,6/5/2021 0:00,BetaRig,Fuel,2000,6/9/2021 1:17,2000,150A,RotterdamPort,8,0
2158,6/5/2021 0:00,BetaRig,Casing,9,6/9/2021 2:17,9,150A,RotterdamPort,8,0
2159,6/5/2021 0:00,BetaRig,DryBulk,2500,6/9/2021 4:14,2500,150A,RotterdamPort,8,0
2160,6/5/2021 0:00,BetaRig,Pipe,5,6/9/2021 3:32,5,150C,RotterdamPort,8,0
2161,6/5/2021 0:00,CharlieRig,DeckCargo,14,6/17/2021 11:28,14,150G,HamburgPort,4,110000
2162,6/5/2021 0:00,CharlieRig,Fuel,1700,6/28/2021 7:32,1700,150F,HamburgPort,4,70000
2163,6/5/2021 0:00,CharlieRig,DryBulk,2900,6/28/2021 8:23,2900,150F,HamburgPort,4,80000
2164,6/5/2021 0:00,DeltaRig,DeckCargo,32,6/9/2021 16:23,32,150G,HamburgPort,5,0
2165,6/5/2021 0:00,DeltaRig,LiquidBulk,1400,6/9/2021 21:43,1400,150G,HamburgPort,5,0
2166,6/5/2021 0:00,DeltaRig,DryBulk,2100,6/9/2021 22:11,2100,150G,HamburgPort,5,0
2167,6/5/2021 0:00,DeltaRig,Pipe,5,6/9/2021 23:01,5,150G,HamburgPort,5,0
2168,6/6/2021 0:00,AlphaRig,Casing,12,6/11/2021 9:48,12,150B,RotterdamPort,7,90000
2169,6/6/2021 0:00,BetaRig,DeckCargo,5,6/8/2021 14:32,5,150C,RotterdamPort,8,0
2170,6/6/2021 0:00,BetaRig,Fuel,2100,6/8/2021 15:22,2100,150C,RotterdamPort,8,0
2171,6/6/2021 0:00,BetaRig,DryBulk,2600,6/8/2021 16:25,2600,150C,RotterdamPort,8,0
2172,6/6/2021 0:00,BetaRig,Pipe,5,6/8/2021 21:57,5,150C,RotterdamPort,8,0
2173,6/6/2021 0:00,CharlieRig,DeckCargo,1,6/8/2021 15:28,1,150I,HamburgPort,4,0
2174,6/6/2021 0:00,CharlieRig,LiquidBulk,1700,6/8/2021 15:38,1700,150I,HamburgPort,4,0
2175,6/6/2021 0:00,CharlieRig,Fuel,6200,6/8/2021 16:12,6200,150I,HamburgPort,4,0
2176,6/6/2021 0:00,CharlieRig,Casing,9,6/8/2021 19:18,9,150I,HamburgPort,4,0
2177,6/6/2021 0:00,CharlieRig,DryBulk,2200,6/28/2021 9:32,2200,150F,HamburgPort,4,90000
2178,6/6/2021 0:00,DeltaRig,DeckCargo,7,6/21/2021 8:49,7,150F,HamburgPort,5,80000
2179,6/6/2021 0:00,DeltaRig,Fuel,1900,6/27/2021 5:43,1900,150I,HamburgPort,5,50000
2180,6/6/2021 0:00,DeltaRig,Casing,20,6/27/2021 6:40,20,150I,HamburgPort,5,60000
2181,6/6/2021 0:00,DeltaRig,Pipe,5,6/24/2021 17:11,5,150G,HamburgPort,5,170000
2182,6/7/2021 0:00,AlphaRig,Casing,20,6/8/2021 20:22,20,150D,RotterdamPort,7,0
2183,6/7/2021 0:00,AlphaRig,DryBulk,2200,6/8/2021 12:01,2200,150B,RotterdamPort,7,0
2184,6/7/2021 0:00,AlphaRig,Pipe,12,6/9/2021 0:42,12,150D,RotterdamPort,7,0
2185,6/7/2021 0:00,BetaRig,LiquidBulk,3200,6/9/2021 5:14,3200,150A,RotterdamPort,8,0
2186,6/7/2021 0:00,BetaRig,Fuel,9200,6/12/2021 17:09,9200,150D,RotterdamPort,8,170000
2187,6/7/2021 0:00,CharlieRig,DeckCargo,5,6/9/2021 17:19,5,150E,HamburgPort,4,0
2188,6/7/2021 0:00,CharlieRig,Fuel,2000,6/9/2021 18:09,2000,150E,HamburgPort,4,0
2189,6/7/2021 0:00,CharlieRig,Casing,20,6/9/2021 19:09,20,150E,HamburgPort,4,0
2190,6/7/2021 0:00,CharlieRig,DryBulk,3000,6/10/2021 0:29,3000,150E,HamburgPort,4,0
2191,6/7/2021 0:00,CharlieRig,Pipe,18,6/10/2021 1:41,18,150E,HamburgPort,4,0
2192,6/7/2021 0:00,DeltaRig,DeckCargo,25,7/1/2021 1:34,25,150H,HamburgPort,5,10000
2193,6/7/2021 0:00,DeltaRig,LiquidBulk,2400,7/1/2021 5:44,2400,150H,HamburgPort,5,50000
2194,6/7/2021 0:00,DeltaRig,DryBulk,2100,7/1/2021 6:32,2100,150H,HamburgPort,5,60000
2195,6/8/2021 0:00,AlphaRig,LiquidBulk,1900,6/11/2021 12:24,1900,150B,RotterdamPort,7,0
2196,6/8/2021 0:00,AlphaRig,Casing,20,6/11/2021 13:02,20,150B,RotterdamPort,7,0
2197,6/8/2021 0:00,BetaRig,DeckCargo,5,6/12/2021 21:45,5,150D,RotterdamPort,8,0
2198,6/8/2021 0:00,BetaRig,LiquidBulk,1200,6/12/2021 22:34,1200,150D,RotterdamPort,8,0
2199,6/8/2021 0:00,BetaRig,Fuel,9000,6/12/2021 22:58,9000,150D,RotterdamPort,8,0
2200,6/8/2021 0:00,BetaRig,Casing,20,6/14/2021 2:53,20,150C,RotterdamPort,8,20000
2201,6/8/2021 0:00,BetaRig,DryBulk,2500,6/13/2021 3:28,2500,150D,RotterdamPort,8,30000
2202,6/8/2021 0:00,BetaRig,Pipe,5,6/13/2021 23:11,5,150A,RotterdamPort,8,230000
2203,6/8/2021 0:00,CharlieRig,DeckCargo,1,6/14/2021 21:47,1,150I,HamburgPort,4,210000
2204,6/8/2021 0:00,CharlieRig,Casing,20,6/28/2021 10:25,20,150F,HamburgPort,4,100000
2205,6/8/2021 0:00,CharlieRig,Pipe,18,6/30/2021 11:01,18,150J,HamburgPort,4,110000
2206,6/8/2021 0:00,DeltaRig,DeckCargo,7,6/12/2021 9:44,7,150F,HamburgPort,5,0
2207,6/8/2021 0:00,DeltaRig,LiquidBulk,2700,6/12/2021 10:53,2700,150F,HamburgPort,5,0
2208,6/8/2021 0:00,DeltaRig,Fuel,1800,7/1/2021 7:23,1800,150H,HamburgPort,5,70000
2209,6/8/2021 0:00,DeltaRig,Casing,20,7/1/2021 8:17,20,150H,HamburgPort,5,80000
2210,6/8/2021 0:00,DeltaRig,DryBulk,2500,7/1/2021 12:37,2500,150H,HamburgPort,5,120000
2211,6/9/2021 0:00,AlphaRig,Fuel,2800,6/11/2021 17:32,2800,150B,RotterdamPort,7,0
2212,6/9/2021 0:00,AlphaRig,Casing,20,6/11/2021 18:56,20,150B,RotterdamPort,7,0
2213,6/9/2021 0:00,AlphaRig,Pipe,12,6/14/2021 13:45,12,150B,RotterdamPort,7,130000
2214,6/9/2021 0:00,BetaRig,Fuel,1400,6/14/2021 7:13,1400,150C,RotterdamPort,8,70000
2215,6/9/2021 0:00,BetaRig,Casing,20,6/14/2021 0:26,20,150A,RotterdamPort,8,0
2216,6/9/2021 0:00,CharlieRig,DeckCargo,5,6/15/2021 20:11,5,150H,HamburgPort,4,200000
2217,6/9/2021 0:00,CharlieRig,Fuel,6800,6/30/2021 15:31,6800,150J,HamburgPort,4,150000
2218,6/9/2021 0:00,CharlieRig,Casing,9,6/30/2021 18:55,9,150J,HamburgPort,4,180000
2219,6/9/2021 0:00,CharlieRig,DryBulk,2100,6/30/2021 20:52,2100,150J,HamburgPort,4,200000
2220,6/9/2021 0:00,DeltaRig,Casing,12,7/1/2021 13:37,12,150H,HamburgPort,5,130000
2221,6/9/2021 0:00,DeltaRig,DryBulk,2700,7/1/2021 16:13,2700,150H,HamburgPort,5,160000
2222,6/10/2021 0:00,AlphaRig,DeckCargo,1,6/11/2021 17:22,1,150B,RotterdamPort,7,0
2223,6/10/2021 0:00,BetaRig,DeckCargo,32,6/14/2021 7:55,32,150C,RotterdamPort,8,0
2224,6/10/2021 0:00,BetaRig,Fuel,2400,6/14/2021 4:46,2400,150A,RotterdamPort,8,0
2225,6/10/2021 0:00,BetaRig,Casing,20,6/14/2021 5:58,20,150A,RotterdamPort,8,0
2226,6/10/2021 0:00,BetaRig,DryBulk,2700,6/14/2021 13:15,2700,150C,RotterdamPort,8,0
2227,6/10/2021 0:00,BetaRig,Pipe,18,6/14/2021 14:20,18,150C,RotterdamPort,8,0
2228,6/10/2021 0:00,CharlieRig,DeckCargo,1,6/14/2021 21:57,1,150I,HamburgPort,4,0
2229,6/10/2021 0:00,CharlieRig,LiquidBulk,1500,6/28/2021 14:45,1500,150F,HamburgPort,4,140000
2230,6/10/2021 0:00,CharlieRig,Fuel,8400,7/1/2021 11:16,8400,150G,HamburgPort,4,110000
2231,6/10/2021 0:00,CharlieRig,Pipe,12,6/30/2021 21:42,12,150J,HamburgPort,4,210000
2232,6/10/2021 0:00,DeltaRig,Fuel,2400,7/4/2021 10:03,2400,150E,HamburgPort,5,100000
2233,6/10/2021 0:00,DeltaRig,Casing,20,7/4/2021 11:15,20,150E,HamburgPort,5,110000
2234,6/10/2021 0:00,DeltaRig,DryBulk,2500,7/4/2021 21:33,2500,150E,HamburgPort,5,210000
2235,6/11/2021 0:00,AlphaRig,LiquidBulk,2600,6/14/2021 22:06,2600,150B,RotterdamPort,7,0
2236,6/11/2021 0:00,AlphaRig,Fuel,1700,6/14/2021 22:58,1700,150B,RotterdamPort,7,0
2237,6/11/2021 0:00,AlphaRig,Casing,9,6/14/2021 23:49,9,150B,RotterdamPort,7,0
2238,6/11/2021 0:00,AlphaRig,DryBulk,3400,6/15/2021 1:46,3400,150B,RotterdamPort,7,0
2239,6/11/2021 0:00,AlphaRig,Pipe,12,6/15/2021 3:08,12,150B,RotterdamPort,7,0
2240,6/11/2021 0:00,BetaRig,DeckCargo,32,6/14/2021 10:18,32,150A,RotterdamPort,8,0
2241,6/11/2021 0:00,BetaRig,Casing,12,6/14/2021 18:50,12,150C,RotterdamPort,8,0
2242,6/11/2021 0:00,BetaRig,DryBulk,1900,6/14/2021 15:38,1900,150A,RotterdamPort,8,0
2243,6/11/2021 0:00,BetaRig,Pipe,12,6/14/2021 21:26,12,150C,RotterdamPort,8,0
2244,6/11/2021 0:00,CharlieRig,DeckCargo,5,6/14/2021 6:31,5,150I,HamburgPort,4,0
2245,6/11/2021 0:00,CharlieRig,LiquidBulk,1800,6/14/2021 7:21,1800,150I,HamburgPort,4,0
2246,6/11/2021 0:00,CharlieRig,Fuel,2400,6/14/2021 7:57,2400,150I,HamburgPort,4,0
2247,6/11/2021 0:00,CharlieRig,Casing,20,6/14/2021 9:09,20,150I,HamburgPort,4,0
2248,6/11/2021 0:00,CharlieRig,DryBulk,2100,6/14/2021 13:29,2100,150I,HamburgPort,4,0
2249,6/11/2021 0:00,DeltaRig,DeckCargo,5,6/24/2021 18:26,5,150G,HamburgPort,5,180000
2250,6/11/2021 0:00,DeltaRig,LiquidBulk,3700,7/5/2021 5:32,3700,150F,HamburgPort,5,50000
2251,6/11/2021 0:00,DeltaRig,Casing,20,7/5/2021 6:46,20,150F,HamburgPort,5,60000
2252,6/11/2021 0:00,DeltaRig,DryBulk,2000,7/4/2021 22:33,2000,150E,HamburgPort,5,220000
2253,6/11/2021 0:00,DeltaRig,Pipe,18,7/5/2021 11:06,18,150F,HamburgPort,5,110000
2254,6/12/2021 0:00,AlphaRig,LiquidBulk,1900,6/16/2021 21:55,1900,150D,RotterdamPort,7,0
2255,6/12/2021 0:00,AlphaRig,Fuel,2400,6/16/2021 22:33,2400,150D,RotterdamPort,7,0
2256,6/12/2021 0:00,AlphaRig,Casing,20,6/16/2021 23:45,20,150D,RotterdamPort,7,0
2257,6/12/2021 0:00,AlphaRig,Pipe,18,6/17/2021 4:05,18,150D,RotterdamPort,7,40000
2258,6/12/2021 0:00,BetaRig,DeckCargo,32,6/15/2021 0:26,32,150C,RotterdamPort,8,0
2259,6/12/2021 0:00,BetaRig,Fuel,7800,6/18/2021 16:10,7800,150B,RotterdamPort,8,160000
2260,6/12/2021 0:00,BetaRig,Casing,12,6/14/2021 16:24,12,150A,RotterdamPort,8,0
2261,6/12/2021 0:00,BetaRig,DryBulk,2400,6/18/2021 20:04,2400,150B,RotterdamPort,8,200000
2262,6/12/2021 0:00,CharlieRig,DeckCargo,7,6/17/2021 13:48,7,150G,HamburgPort,4,130000
2263,6/12/2021 0:00,CharlieRig,Fuel,2400,7/1/2021 0:42,2400,150J,HamburgPort,4,0
2264,6/12/2021 0:00,CharlieRig,DryBulk,2400,7/1/2021 1:54,2400,150J,HamburgPort,4,10000
2265,6/12/2021 0:00,DeltaRig,DeckCargo,7,6/26/2021 6:31,7,150E,HamburgPort,5,60000
